Log_MP_RATIO;apol;ASA;ASA+;ASA-;ASA_H;ASA_P;a_acc;a_acid;a_aro;a_base;a_count;a_don;a_donacc;a_heavy;a_hyd;a_IC;a_ICM;a_nB;a_nBr;a_nC;a_nCl;a_nF;a_nH;a_nI;a_nN;a_nO;a_nP;a_nS;balabanJ;BCUT_PEOE_0;BCUT_PEOE_1;BCUT_PEOE_2;BCUT_PEOE_3;BCUT_SLOGP_0;BCUT_SLOGP_1;BCUT_SLOGP_2;BCUT_SLOGP_3;BCUT_SMR_0;BCUT_SMR_1;BCUT_SMR_2;BCUT_SMR_3;bpol;b_1rotN;b_1rotR;b_ar;b_count;b_double;b_heavy;b_max1len;b_rotN;b_rotR;b_single;b_triple;CASA+;CASA-;chi0;chi0v;chi0v_C;chi0_C;chi1;chi1v;chi1v_C;chi1_C;chiral;chiral_u;DASA;DCASA;density;diameter;dipole;E;E_ang;E_ele;E_nb;E_oop;E_sol;E_stb;E_str;E_strain;E_tor;E_vdw;FASA+;FASA-;FASA_H;FASA_P;FCASA+;FCASA-;FCharge;GCUT_PEOE_0;GCUT_PEOE_1;GCUT_PEOE_2;GCUT_PEOE_3;GCUT_SLOGP_0;GCUT_SLOGP_1;GCUT_SLOGP_2;GCUT_SLOGP_3;GCUT_SMR_0;GCUT_SMR_1;GCUT_SMR_2;GCUT_SMR_3;glob;h_ema;h_emd;h_emd_C;h_logD;h_logP;h_logS;h_log_dbo;h_log_pbo;h_mr;h_pavgQ;h_pKa;h_pKb;h_pstates;h_pstrain;Kier1;Kier2;Kier3;KierA1;KierA2;KierA3;KierFlex;logP(o/w);logS;MACCS(--1);MACCS(--2);MACCS(--3);MACCS(--4);MACCS(--5);MACCS(--6);MACCS(--7);MACCS(--8);MACCS(--9);MACCS(-10);MACCS(-11);MACCS(-12);MACCS(-13);MACCS(-14);MACCS(-15);MACCS(-16);MACCS(-17);MACCS(-18);MACCS(-19);MACCS(-20);MACCS(-21);MACCS(-22);MACCS(-23);MACCS(-24);MACCS(-25);MACCS(-26);MACCS(-27);MACCS(-28);MACCS(-29);MACCS(-30);MACCS(-31);MACCS(-32);MACCS(-33);MACCS(-34);MACCS(-35);MACCS(-36);MACCS(-37);MACCS(-38);MACCS(-39);MACCS(-40);MACCS(-41);MACCS(-42);MACCS(-43);MACCS(-44);MACCS(-45);MACCS(-46);MACCS(-47);MACCS(-48);MACCS(-49);MACCS(-50);MACCS(-51);MACCS(-52);MACCS(-53);MACCS(-54);MACCS(-55);MACCS(-56);MACCS(-57);MACCS(-58);MACCS(-59);MACCS(-60);MACCS(-61);MACCS(-62);MACCS(-63);MACCS(-64);MACCS(-65);MACCS(-66);MACCS(-67);MACCS(-68);MACCS(-69);MACCS(-70);MACCS(-71);MACCS(-72);MACCS(-73);MACCS(-74);MACCS(-75);MACCS(-76);MACCS(-77);MACCS(-78);MACCS(-79);MACCS(-80);MACCS(-81);MACCS(-82);MACCS(-83);MACCS(-84);MACCS(-85);MACCS(-86);MACCS(-87);MACCS(-88);MACCS(-89);MACCS(-90);MACCS(-91);MACCS(-92);MACCS(-93);MACCS(-94);MACCS(-95);MACCS(-96);MACCS(-97);MACCS(-98);MACCS(-99);MACCS(100);MACCS(101);MACCS(102);MACCS(103);MACCS(104);MACCS(105);MACCS(106);MACCS(107);MACCS(108);MACCS(109);MACCS(110);MACCS(111);MACCS(112);MACCS(113);MACCS(114);MACCS(115);MACCS(116);MACCS(117);MACCS(118);MACCS(119);MACCS(120);MACCS(121);MACCS(122);MACCS(123);MACCS(124);MACCS(125);MACCS(126);MACCS(127);MACCS(128);MACCS(129);MACCS(130);MACCS(131);MACCS(132);MACCS(133);MACCS(134);MACCS(135);MACCS(136);MACCS(137);MACCS(138);MACCS(139);MACCS(140);MACCS(141);MACCS(142);MACCS(143);MACCS(144);MACCS(145);MACCS(146);MACCS(147);MACCS(148);MACCS(149);MACCS(150);MACCS(151);MACCS(152);MACCS(153);MACCS(154);MACCS(155);MACCS(156);MACCS(157);MACCS(158);MACCS(159);MACCS(160);MACCS(161);MACCS(162);MACCS(163);MACCS(164);MACCS(165);MACCS(166);mr;mutagenic;nmol;npr1;npr2;opr_brigid;opr_leadlike;opr_nring;opr_nrot;opr_violation;PC+;PC-;PEOE_PC+;PEOE_PC-;PEOE_RPC+;PEOE_RPC-;PEOE_VSA+0;PEOE_VSA+1;PEOE_VSA+2;PEOE_VSA+3;PEOE_VSA+4;PEOE_VSA+5;PEOE_VSA+6;PEOE_VSA-0;PEOE_VSA-1;PEOE_VSA-2;PEOE_VSA-3;PEOE_VSA-4;PEOE_VSA-5;PEOE_VSA-6;PEOE_VSA_FHYD;PEOE_VSA_FNEG;PEOE_VSA_FPNEG;PEOE_VSA_FPOL;PEOE_VSA_FPOS;PEOE_VSA_FPPOS;PEOE_VSA_HYD;PEOE_VSA_NEG;PEOE_VSA_PNEG;PEOE_VSA_POL;PEOE_VSA_POS;PEOE_VSA_PPOS;petitjean;petitjeanSC;pmi;pmi1;pmi2;pmi3;Q_PC+;Q_PC-;Q_RPC+;Q_RPC-;Q_VSA_FHYD;Q_VSA_FNEG;Q_VSA_FPNEG;Q_VSA_FPOL;Q_VSA_FPOS;Q_VSA_FPPOS;Q_VSA_HYD;Q_VSA_NEG;Q_VSA_PNEG;Q_VSA_POL;Q_VSA_POS;Q_VSA_PPOS;radius;reactive;rgyr;rings;RPC+;RPC-;rsynth;SlogP;SlogP_VSA0;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SMR;SMR_VSA0;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;std_dim1;std_dim2;std_dim3;TPSA;VAdjEq;VAdjMa;VDistEq;VDistMa;vdw_area;vdw_vol;vol;VSA;vsa_acc;vsa_acid;vsa_base;vsa_don;vsa_hyd;vsa_other;vsa_pol;vsurf_CW1;vsurf_CW2;vsurf_CW3;vsurf_CW4;vsurf_CW5;vsurf_CW6;vsurf_CW7;vsurf_CW8;vsurf_D1;vsurf_D2;vsurf_D3;vsurf_D4;vsurf_D5;vsurf_D6;vsurf_D7;vsurf_D8;vsurf_DD12;vsurf_DD13;vsurf_DD23;vsurf_DW12;vsurf_DW13;vsurf_DW23;vsurf_EDmin1;vsurf_EDmin2;vsurf_EDmin3;vsurf_EWmin1;vsurf_EWmin2;vsurf_EWmin3;vsurf_G;vsurf_HB1;vsurf_HB2;vsurf_HB3;vsurf_HB4;vsurf_HB5;vsurf_HB6;vsurf_HB7;vsurf_HB8;vsurf_HL1;vsurf_HL2;vsurf_ID1;vsurf_ID2;vsurf_ID3;vsurf_ID4;vsurf_ID5;vsurf_ID6;vsurf_ID7;vsurf_ID8;vsurf_IW1;vsurf_IW2;vsurf_IW3;vsurf_IW4;vsurf_IW5;vsurf_IW6;vsurf_IW7;vsurf_IW8;vsurf_R;vsurf_S;vsurf_V;vsurf_W1;vsurf_W2;vsurf_W3;vsurf_W4;vsurf_W5;vsurf_W6;vsurf_W7;vsurf_W8;vsurf_Wp1;vsurf_Wp2;vsurf_Wp3;vsurf_Wp4;vsurf_Wp5;vsurf_Wp6;vsurf_Wp7;vsurf_Wp8;Weight;weinerPath;weinerPol;zagreb
-0.11918641;22.785137;341.43088;196.22018;145.21069;239.01727;102.41361;2;0;6;0;20;2;4;11;7;31.909237;1.5954618;0;0;8;0;0;9;0;1;2;0;0;2.2054572;-2.2998581;-0.61590123;0.62525588;2.2784643;-2.3489609;-0.55154735;0.67019856;2.3865898;-1.9821142;-0.44730929;0.78438872;2.5906546;11.456863;1;0.090909094;6;20;1;11;2;2;0.18181819;13;0;476.61884;352.57156;8.2675848;6.1648631;4.809401;5.5604777;5.1815405;3.2490981;2.3213673;3.2103434;0;0;51.009487;124.04726;0.74203622;7;1.3843993;-23.288839;4.8666015;-41.536999;-36.213207;0.036966395;-17.289808;0;0.25670731;0.00287762;7.7640915;5.3237915;0.57469958;0.42530042;0.70004582;0.29995418;1.3959453;1.0326294;0;-0.81409049;-0.45780459;0.082701199;2.0724747;-0.99736053;-0.31261334;0.12389528;2.2220063;-0.46823248;-0.23143777;0.20670979;2.373507;0.019893993;2.8072677;7.0392466;2.7336121;1.0882716;1.0881463;-1.4732229;0;4.4597535;4.2467012;-0.001280073;9.8922091;14;1.0098538;0.000763623;9.090909;4.1326532;3.2653062;6.1692924;2.6813617;2.0340402;1.5038276;0.889;-1.23238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;2;1;1;1;1;1;1;6;2;6;0;4.2307181;0;1;0.13580225;0.88750166;6;1;1;1;0;2.4289999;-2.428;1.091136;-1.091136;0.20358108;0.32977641;38.243385;25.520063;0;8.6190128;23.273705;0;0;49.019615;0;0;0;0;13.566921;7.9044313;0.73069018;0.42426834;0.12923095;0.26930982;0.57573169;0.14007887;121.40208;70.490967;21.471352;44.745056;95.656166;23.273705;0.42857143;0.75;1043.373;140.06042;915.3299;1031.3557;2.4289999;-2.428;0.23425278;0.23476112;0.67881441;0.53710616;0.12923095;0.32118562;0.46289387;0.19195466;112.78307;89.238647;21.471352;53.364067;76.908493;31.892717;4;0;2.6272063;1;0.23425278;0.23476112;0.72727275;1.3506;25.385227;23.269535;23.862217;0;0;0;0;70.572739;0;41.326191;4.2410498;23.862217;25.385227;0;5.2434282;20.767498;70.572739;5.2587838;33.326015;2.7254887;1.2193718;0.38441944;49.330002;0.68403846;4.4594316;2.5872664;6.5690522;166.14714;203.71646;148.125;175.24673;13.566921;0;0;5.6825762;107.8005;12.949531;32.816418;2.9415224;2.3473952;1.2687992;0.53022748;0.21257862;0.031590629;0;0;443;258.125;192.625;162.125;137.625;103.25;63.25;30.75;0.5;6.5764732;6.5192022;1.118034;0.70710677;1.118034;-2.1510963;-2.1399753;-2.0689001;-4.5917239;-4.5016007;-4.4955573;1.1908494;187.625;199.875;123.125;37.75;10;-0.375;0;0;0.10188189;0.016191211;0.53411412;0.5923295;0.73521447;0.80378729;0.87400788;0.91471267;0.93646854;0.42892423;0.29178649;0.72459656;1.09144;1.3937643;1.5914452;3.0999892;0;0;1.2607552;303.58786;382.75;753;437.5;187.125;60.125;19.625;2.625;0;0;565.375;237.625;64;22.375;9.625;3;0;0;151.16499;166;11;50
0.36369842;43.759998;488.54459;0;488.54459;0;488.54459;0;0;0;0;22;0;0;22;20;21.868664;0.99403024;0;0;10;12;0;0;0;0;0;0;0;2.0778296;-2.8134608;-0.67197329;0.57329893;3.3060322;-3.0351355;-0.25918767;1.1196532;3.1116302;-2.6021802;-0.12828155;1.1252214;3.5097158;5.04;0;0;0;26;0;26;2;0;0;26;0;0;1700.1351;17;18.606722;5;5;9.5;10.303361;3.5;3.5;0;0;488.54459;1700.1351;1.4349726;6;0.000917061;98.575432;102.28193;-34.173912;-31.380548;0;-66.023476;0;0.92319238;0.002490404;26.750856;2.7933645;0;1;0;1;0;3.48;0;-0.72680396;-0.43331617;-0.025623117;2.9209104;-1.0159183;-0.20701639;0.65597886;2.9218605;-0.54778391;0.038267799;0.58284712;3.2064183;0.62116098;3.3079143;0;0;7.9733877;7.9733877;-8.6690044;0;0;8.720046;0;14;14;1;0;14.352071;2.3333333;0.47871;28.473997;4.770227;0.99995685;6.173974;7.8687201;-9.6300201;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;12;0;10;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;8;0;10;0;8.642314;1;1;0.81525391;0.93250942;14;0;5;0;3;3.48;-3.48;1.2812176;-1.2812176;0.12719949;0.087604657;0;0;0;0;0;0;0;0;118.32779;236.65558;0;0;0;0;1;1;0;0;0;0;354.98337;354.98337;0;0;0;0;0.33333334;0.5;4917.8799;2918.2432;3337.9653;3579.5513;3.48;-3.48;0.16666667;0.083333336;0;1;1;1;0;0;0;354.98337;354.98337;354.98337;0;0;4;1;3.0024326;5;0.16666667;0.083333336;0.18181819;6.223;0;0;0;0;0;0;0;0;0;469.78372;9.7545996;0;0;0;0;0;0;0;469.78372;1.7254704;1.5017548;1.3599082;0;0.49213955;5.7004399;2.228466;8.73487;354.98337;380.17865;325.875;342.93219;0;0;0;0;354.98337;0;0;2.6295135;2.36532;0.52407861;0;0;0;0;0;1048.75;648.125;448.5;377.5;342.875;313.875;254.375;139.875;6;6;8.485281;6;6;8.485281;-2.2611592;-2.2606435;-2.2439063;-1.413159;-1.4126436;-1.3959063;1.1328549;174.25;220.375;59.5;0;0;0;0;0;0;0;0.013867966;0.024170881;0.058012664;0.027629072;0.030086219;0.040873177;0.14981863;0.029873785;0.006944912;0.047792424;0.12943614;0;0;0;0;0;1.6645733;455.59726;758.375;1032.375;460.75;59.75;0;0;0;0;0;858.125;240.375;0.25;0;0;0;0;0;545.54596;680;78;172
0.69897002;30.486586;498.01099;58.344425;439.66656;0;498.01099;2;0;0;0;31;1;3;29;25;56.093216;1.8094586;0;0;8;0;17;2;0;1;2;0;1;6.8189511;-2.4342062;-0.23739314;0.046121221;2.9685152;-2.7863934;-0.3339;0.42019999;2.624661;-2.4288995;0.077739999;0.1108;2.9452641;28.453415;7;0.25;0;30;0;28;11;8;0.2857143;30;0;470.13937;3542.8333;24.5;13.043988;4;4;12;7.2821774;1.75;1.75;0;0;381.32214;3072.6938;1.5792061;10;1.112517;101.58907;23.872032;-7.2535667;13.532139;0;1.8590964;0;6.3327174;0.004310852;57.85218;20.785706;0.11715489;0.8828451;0;1;0.9440341;7.113966;0;-0.75925577;-0.35548657;-0.11387878;2.6408648;-1.3482569;-0.28382647;0.26019999;2.5036571;-0.51244348;-0.082259998;-0.049199998;2.6824245;0.052921966;6.9906087;7.5595441;0;5.5240588;5.4485035;-5.1799512;1.3833917;0;5.8310676;-0.041064262;8.3683252;14;1.1868608;0.024997912;29;7;3.6512346;27.49123;6.6227274;3.4494355;6.2781696;6.2241998;-5.8499599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;3;8;0;0;0;0;9;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;17;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;2;0;0;4.9724298;0;1;0.13056259;0.98609519;0;1;0;7;1;8.0579996;-8.0579996;3.6493068;-3.6493068;0.1586425;0.065051571;17.238026;10.105608;0;0;0;0;26.653936;0;0;23.817272;187.67328;32.016521;0;0;0.80279148;0.81849837;0.10761689;0.19720855;0.18150161;0.089591667;238.83418;243.50708;32.016521;58.67046;53.99757;26.653936;0.5;1;8018.8745;989.26251;7471.5654;7576.9209;8.0579996;-8.0579996;0.16542566;0.12137007;0;0.81849837;0.81849837;1;0.18150161;0.18150161;0;243.50708;243.50708;297.50464;53.99757;53.99757;5;0;4.0081606;0;0.16542566;0.12137007;0.48275861;4.2417998;31.291433;67.064873;6.6407428;0;0;0;0;0;0;254.32193;5.3791199;48.171688;254.32193;18.893185;0;31.291433;0;0;6.6407428;3.9425685;0.99957126;0.90697896;60.16;0.35305744;5.8073549;3.1427801;9.4783669;297.50464;316.07083;246.375;307.98074;32.016521;0;0;20.13512;229.10074;10.105608;52.151642;2.7734077;2.6279263;2.4097447;1.5191627;0.56243861;0.14588307;0.045846839;0.006120752;382.625;131.75;71.125;29.875;12.5;4;0.875;0;0.5;8.3366661;8.3216581;1.118034;0.5;1.5811388;-1.5029426;-1.4722946;-1.4624661;-6.6524734;-6.556499;-6.2534838;1.3035941;419.75;741.25;571.875;240.375;66.5;16.25;5.625;0.75;1.1282953;0.69874477;0.76224881;0.65735728;0.96705699;1.4323709;1.9877803;2.1721504;6.8224325;0;1.1358874;1.0484639;1.0722288;1.8231112;4.0059166;6.6153526;7.7171483;8.5866833;1.3620821;464.82144;633.125;1204.75;929.875;652.5;273.375;80.25;20.875;5.75;0.75;785;188.625;80.625;33;13.75;4.625;0.125;0;499.14099;1864;72;164
-0.050609995;8.3227577;197.57458;106.38239;91.192207;133.01698;64.55761;1;0;0;0;9;1;2;3;2;11.01955;1.2243944;0;0;2;0;0;6;0;0;1;0;0;1.6329932;-2.3613851;-0.23031633;0.29641473;2.3196595;-2.3782039;-0.20443316;0.27721819;2.3375793;-2.1351309;-0.13424273;0.36044881;2.5375211;6.5592418;0;0;0;8;0;2;4;0;0;8;0;105.1058;90.0979;2.7071068;2.1543205;1.7071068;1.7071068;1.4142135;1.0233345;0.70710677;0.70710677;0;0;15.190178;15.007896;0.64634067;2;0.38627905;-10.777499;0.038606852;-11.798694;-11.581565;0;-4.7324219;0;0.016232803;0.000648199;0.74922663;0.21712822;0.53844166;0.46155837;0.67324942;0.32675058;0.53198034;0.45601967;0;-0.80301636;-0.23622845;0.00418645;1.5843509;-0.8735171;-0.17786309;-0.024753533;1.6047966;-0.51971358;-0.13065805;0.051119875;1.773644;0.22466227;1.3328327;2.0639029;0.97711152;0.15029076;0.15029076;0.097579233;0;0;1.2586986;0;14;14;1;0;3;2;0;3;2;0;2;-0.063000001;0.28479001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1.3310919;0;1;0.22640215;0.87727761;0;1;0;0;0;0.98799998;-0.98799998;0.43710268;-0.43710268;0.47902578;0.90431249;27.747452;8.5307722;0;0;10.324173;0;0;18.747677;0;0;0;0;0;7.7675405;0.75256699;0.36263791;0.1062335;0.24743304;0.63736212;0.14119953;55.025902;26.515219;7.7675405;18.091713;46.602394;10.324173;0.5;1;64.883408;13.96576;54.115429;61.685635;0.98799998;-0.98799998;0.44129553;0.69331986;0.5480842;0.47930983;0.1062335;0.45191583;0.5206902;0.34568232;40.074608;35.04599;7.7675405;33.043007;38.071625;25.275465;1;0;1.1867588;0;0.44129553;0.69331986;1;-0.0014;25.385227;0;0;20.926258;0;0;0;0;0;33.326015;1.27598;0;25.385227;0;0;0;0;20.926258;33.326015;1.2525856;0.69147611;0.59370744;20.23;0.99107605;2;0.91829586;2.5;73.117615;71.276649;55.5;79.584831;0;0;0;0;51.466923;0;13.566921;3.0983841;1.6218516;1.0900902;0.56731158;0.21616881;0.032547038;0;0;157.625;101.75;91.5;81.25;65.25;18.125;0;0;4.5;4.5276928;0.5;5.5;1.118034;5.0990195;-1.3546709;-1.3516654;-1.3328907;-4.2596493;-4.2492824;-4.1983194;1.1289197;152.5;150;76.625;29.75;7.875;0.75;0;0;0.11612022;0.018461538;1.3059977;1.291659;1.5524695;1.8868296;2.1459212;2.5880046;0;0;0.96776193;2.155719;2.1795082;2.1139457;2.1835446;2.0752192;0;0;1.0243037;170.72574;174.875;354.25;189.625;95.875;36;10.625;1.5;0;0;201.75;39.625;19.25;6.25;2.75;0.75;0;0;46.069;4;0;6
-0.13076828;39.397514;478.52527;307.09103;171.43425;333.33282;145.19243;5;0;16;0;34;1;6;22;11;64.338692;1.8923146;0;0;13;0;2;12;0;6;1;0;0;1.7139099;-2.5515108;-0.61341786;0.56768495;2.6110854;-2.4828672;-0.46844169;0.77869219;2.6972194;-2.3281541;-0.4077138;0.77940202;2.8262873;22.124483;5;0.20833333;16;36;0;24;4;5;0.20833333;20;0;1289.1681;719.68097;15.57914;11.34209;7.4556656;8.5960121;10.566298;6.3947587;2.6951406;3.4621084;0;0;135.65677;569.48712;0.8534264;9;1.2658566;36.235149;46.894413;-39.089684;-30.759401;0.11332048;-24.707691;0;1.8619174;0.004224284;18.124901;8.3302832;0.64174461;0.35825536;0.69658357;0.30341643;2.6940439;1.5039561;0;-0.82598299;-0.42112628;0.002617581;2.5626822;-0.89942437;-0.30203456;0.19309296;2.6269352;-0.51470155;-0.19297661;0.1932752;2.800801;0.1992072;10.209774;8.9127207;7.3379712;1.289171;1.2894745;-3.1143851;0;8.1403322;7.7235584;0.000732947;14;10.134609;1.0060623;0.000437117;16.84375;7.2664361;4.1103301;11.702123;4.9526834;2.7628069;2.6344051;-1.124;-2.3195601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;2;0;6;0;6;4;0;0;6;0;0;0;2;0;0;0;0;0;0;4;1;10;1;0;0;2;0;0;0;1;0;0;2;0;0;0;2;1;0;0;0;0;0;0;0;1;6;2;0;2;1;0;0;0;0;1;0;2;0;2;0;0;6;1;1;0;0;5;0;2;0;0;0;2;0;2;0;1;2;0;2;2;1;2;0;0;6;1;6;1;16;0;7.5367618;0;1;0.41718045;0.76372737;16;1;3;5;0;4.198;-4.198;2.1268198;-2.1268198;0.099104241;0.17875184;14.463444;56.242352;120.05094;0;10.324173;0;0;12.254904;12.254904;0;18.842079;35.182423;0;7.7675405;0.81462306;0.3003028;0.14945212;0.18537694;0.6996972;0.035924815;234.10863;86.301849;42.949963;53.274136;201.08092;10.324173;0.44444445;0.80000001;3400.1108;1300.7975;2381.3547;3118.0693;4.198;-4.198;0.10100047;0.16841353;0.68413973;0.35063097;0.13214004;0.31586027;0.64936906;0.18372023;196.60997;100.7653;37.974773;90.772797;186.61746;52.798027;5;0;3.3318853;3;0.10100047;0.16841353;0.31818181;1.5801001;25.385227;70.450218;18.242037;0;3.185575;0;0;120.07167;0;66.799385;7.0825801;0;125.75567;18.242037;3.185575;0;156.95082;0;0;2.5799234;1.8489569;1.1514878;81.650002;0.46637034;5.5849624;3.0211732;8.6635313;287.38275;358.87805;259.75;287.95734;30.207232;0;0;0;132.092;99.162071;43.774151;2.9039261;2.5962029;1.9638463;0.90554196;0.4096542;0.16725217;0.010594836;0;556;320.125;233.875;182.875;145;117.625;79.75;53.75;1.2247449;0.70710677;0.70710677;0.70710677;0.5;0.5;-2.8970566;-2.7502272;-2.6659856;-5.5174565;-5.4500375;-5.3603702;1.2459987;399;519.25;410.875;160.75;59.375;19;2;0;0.25387493;0.1038961;0.9305234;1.0634573;1.1002386;1.2317132;1.4381982;1.6193222;1.7561297;1.7415549;0.5748288;0.44660372;0.65766788;1.4402342;2.1971989;2.1459267;2.5043499;0;1.4054559;432.15512;607.375;1222.5;844.875;465.125;160.75;59.375;19;2;0;823.5;325.625;54.25;0;0;0;0;0;306.276;1000;30;116
