index,ENV_CHEM,apol,ASA,ASA+,ASA-,ASA_H,ASA_P,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,CASA+,CASA-,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,DASA,DCASA,density,diameter,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,glob,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,logP(o/w),logS,MACCS(--1),MACCS(--2),MACCS(--3),MACCS(--4),MACCS(--5),MACCS(--6),MACCS(--7),MACCS(--8),MACCS(--9),MACCS(-10),MACCS(-11),MACCS(-12),MACCS(-13),MACCS(-14),MACCS(-15),MACCS(-16),MACCS(-17),MACCS(-18),MACCS(-19),MACCS(-20),MACCS(-21),MACCS(-22),MACCS(-23),MACCS(-24),MACCS(-25),MACCS(-26),MACCS(-27),MACCS(-28),MACCS(-29),MACCS(-30),MACCS(-31),MACCS(-32),MACCS(-33),MACCS(-34),MACCS(-35),MACCS(-36),MACCS(-37),MACCS(-38),MACCS(-39),MACCS(-40),MACCS(-41),MACCS(-42),MACCS(-43),MACCS(-44),MACCS(-45),MACCS(-46),MACCS(-47),MACCS(-48),MACCS(-49),MACCS(-50),MACCS(-51),MACCS(-52),MACCS(-53),MACCS(-54),MACCS(-55),MACCS(-56),MACCS(-57),MACCS(-58),MACCS(-59),MACCS(-60),MACCS(-61),MACCS(-62),MACCS(-63),MACCS(-64),MACCS(-65),MACCS(-66),MACCS(-67),MACCS(-68),MACCS(-69),MACCS(-70),MACCS(-71),MACCS(-72),MACCS(-73),MACCS(-74),MACCS(-75),MACCS(-76),MACCS(-77),MACCS(-78),MACCS(-79),MACCS(-80),MACCS(-81),MACCS(-82),MACCS(-83),MACCS(-84),MACCS(-85),MACCS(-86),MACCS(-87),MACCS(-88),MACCS(-89),MACCS(-90),MACCS(-91),MACCS(-92),MACCS(-93),MACCS(-94),MACCS(-95),MACCS(-96),MACCS(-97),MACCS(-98),MACCS(-99),MACCS(100),MACCS(101),MACCS(102),MACCS(103),MACCS(104),MACCS(105),MACCS(106),MACCS(107),MACCS(108),MACCS(109),MACCS(110),MACCS(111),MACCS(112),MACCS(113),MACCS(114),MACCS(115),MACCS(116),MACCS(117),MACCS(118),MACCS(119),MACCS(120),MACCS(121),MACCS(122),MACCS(123),MACCS(124),MACCS(125),MACCS(126),MACCS(127),MACCS(128),MACCS(129),MACCS(130),MACCS(131),MACCS(132),MACCS(133),MACCS(134),MACCS(135),MACCS(136),MACCS(137),MACCS(138),MACCS(139),MACCS(140),MACCS(141),MACCS(142),MACCS(143),MACCS(144),MACCS(145),MACCS(146),MACCS(147),MACCS(148),MACCS(149),MACCS(150),MACCS(151),MACCS(152),MACCS(153),MACCS(154),MACCS(155),MACCS(156),MACCS(157),MACCS(158),MACCS(159),MACCS(160),MACCS(161),MACCS(162),MACCS(163),MACCS(164),MACCS(165),MACCS(166),mr,mutagenic,nmol,npr1,npr2,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,pmi,pmi1,pmi2,pmi3,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rgyr,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,std_dim1,std_dim2,std_dim3,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vol,VSA,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,Weight,weinerPath,weinerPol,zagreb,neutral,TEST,CHARGED,group,Log_MP_RATIO
5,1,49.570274,561.79968,267.19226,262.83469,309.97708,251.82259,3,2,6,0,42,2,5,24,14,74.663795,1.7777094,0,0,16,0,0,18,0,3,4,0,1,1.6102319,-2.6572704,-0.57566047,0.58608323,2.8357697,-2.9068639,-0.50716305,0.62096268,2.7524722,-2.3901875,-0.40472692,0.75248528,3.1299651,27.769726,4,0.15384616,6,44,3,26,4,5,0.1923077,35,0,1600.4817,1837.4773,17.645901,14.078454,9.6961527,10.654336,11.236888,8.4353819,4.6873927,5.7718382,4,0,4.3575788,236.99564,0.821163,12,5.4123106,95.755096,23.663073,38.123924,42.933586,-0.3500658,-111.94473,0,2.9388068,1.329676,26.5697,4.8096595,0.47560063,0.46784416,0.55175734,0.44824269,2.8488476,3.2706985,-1,-0.84616423,-0.41530576,0.061873533,2.6843081,-1.4899908,-0.37908828,0.10996021,2.6455505,-0.53659463,-0.2110616,0.19439405,2.9653568,0.078379117,12.811975,9.0727768,4.8824096,0.19937529,0.41555774,-3.3483489,0.0,6.160738,9.0212231,-0.60641235,14.0,7.1889825,1.9708935,0.29777667,18.781065,6.9575,3.3599999,15.343278,5.6308532,2.7009931,3.5998228,0.86299998,-3.3699501,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,2,1,1,0,0,1,0,0,0,2,0,0,4,5,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,2,1,0,0,2,0,1,1,5,2,0,0,3,0,6,1,3,3,2,3,1,6,4,13,0,8.9438753,0,1,0.14779411,0.97313106,14,1,3,4,0,5.9899998,-6.9910002,2.1516504,-3.1516504,0.11632508,0.17376153,25.592316,56.242935,28.65197,8.6190128,12.949531,12.949531,0.0,39.703896,61.274521,19.760618,0.0,0.0,27.133842,33.921852,0.73392057,0.55628735,0.18682891,0.2660794,0.44371262,0.079250492,239.84526,181.79472,61.055695,86.954758,145.00529,25.899061,0.5,1.0,5647.3071,787.05157,5182.2388,5325.3247,5.9899998,-6.9910002,0.15125209,0.14161064,0.39966279,0.55628735,0.36203077,0.60033721,0.44371262,0.23830642,130.60982,181.79472,118.31167,196.19022,145.00529,77.87854,6,0,4.0260558,3,0.15125209,0.14161064,0.29166666,-0.92110002,93.591278,15.105889,81.897713,0.0,3.185575,0.0,0.0,88.215919,3.9819686,98.871574,8.6512098,114.26999,3.1243138,18.01075,17.478609,32.897186,88.215919,11.981575,98.871574,3.9760869,1.376924,1.1131561,115.56,0.43739632,5.7004399,3.3678892,8.8689899,326.80002,424.27997,311.25,347.40494,54.267685,27.133842,0.0,5.6825762,188.6028,40.607563,77.692749,2.711982,2.162894,1.5935434,0.9803412,0.49910688,0.24774621,0.088740267,0.024784943,613.625,330.5,252.125,220.375,186.0,147.875,56.75,22.75,1.118034,0.5,0.70710677,1.118034,9.2870874,9.4604435,-2.5426269,-2.5367601,-2.5270524,-7.4928541,-7.2968411,-7.2044034,1.3163682,349.875,444.375,396.375,188.125,81.125,36.125,13.25,3.625,0.38026771,0.18150879,1.564881,1.545264,1.7503595,2.0269535,2.2693386,2.2404749,1.0682623,2.6677961,0.37689656,1.2316413,1.6181781,2.0399585,2.2545726,3.0210264,3.2844088,4.3641596,1.4146656,516.28809,730.375,1295.875,840.125,506.875,224.375,95.875,40.0,13.25,3.625,946.0,395.75,110.5,36.25,14.75,3.875,0.0,0.0,348.40298,1365,39,132,0,1,1,2,-0.53017801
27,1,50.500687,558.84418,236.19672,291.52991,293.11432,265.72986,2,4,6,0,42,1,3,26,14,75.48069,1.7971592,0,0,17,0,0,16,0,2,6,0,1,1.6719244,-2.6562634,-0.58069599,0.57742643,2.8356905,-2.9049823,-0.51010358,0.59363312,2.7524204,-2.3892343,-0.40435335,0.7514115,3.1299884,28.159311,5,0.17857143,6,44,4,28,4,6,0.21428572,34,0,1369.941,2274.2249,19.223249,14.8176,10.196153,11.231687,12.147572,8.7989712,4.9760675,6.1051717,4,1,55.333179,904.28375,0.85670233,12,3.3469605,43.840534,24.130728,-18.412872,-12.741658,0.19765206,-190.10756,0,2.3531027,0.042296853,29.900711,5.6712132,0.42265218,0.52166581,0.52450097,0.475499,2.4513826,4.0695148,-2,-0.84758943,-0.49947938,0.060926508,2.6818547,-1.4914269,-0.47035077,0.096058562,2.6411345,-0.53644866,-0.21093205,0.19378147,2.9687524,0.081085958,16.721548,7.3372316,4.7452049,0.44314325,0.44278714,-3.9673276,0.0,7.2300615,9.392705,-1.9985693,14.039207,9.8438072,1.0119148,0.00086449966,20.727041,7.7879934,3.8058028,16.571701,6.1673641,2.993264,3.9309123,1.229,-3.8709099,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,2,0,1,0,0,1,3,0,0,2,0,0,3,5,3,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,0,1,1,0,0,4,0,1,1,5,1,0,0,4,0,5,2,2,5,2,2,1,6,6,13,0,9.3000393,0,1,0.16619939,0.98078728,14,1,3,5,0,5.8000002,-7.8010001,1.9446856,-3.9446857,0.12870489,0.13909598,25.592316,70.951431,8.2679825,8.6190128,12.949531,12.949531,0.0,39.703896,61.274521,19.760618,0.0,0.0,27.133842,54.404575,0.68549418,0.59213454,0.23869053,0.31450585,0.40786546,0.075815313,234.16978,202.27745,81.538414,107.43748,139.3298,25.899061,0.5,1.0,6141.8267,950.88422,5611.4233,5721.3462,5.8000002,-7.8010001,0.15620689,0.11536983,0.38233909,0.59213454,0.40629813,0.61766088,0.40786546,0.21136276,130.60982,202.27745,138.79439,210.99745,139.3298,72.203056,6,0,4.039525,3,0.15620689,0.11536983,0.23076923,-2.1829,103.37743,16.569897,105.75993,0.0,3.185575,0.0,4.4107962,88.215919,0.0,98.871574,8.7220697,180.81555,3.1243138,18.01075,17.907436,0.0,88.215919,13.445583,98.871574,3.9943843,1.3589287,1.1374247,129.67,0.41210872,5.8073549,3.3754606,9.1182146,341.60727,439.34628,321.0,356.95758,81.401527,54.267685,0.0,5.6825762,184.11179,55.316059,87.084099,2.7146459,2.2331903,1.6940231,1.0578204,0.55833495,0.297344,0.12118225,0.044946052,656.5,357.375,269.25,228.875,191.75,145.375,68.25,30.625,0.5,6.7268119,7.0710678,5.6124859,0.70710677,5.6124859,-2.6147227,-2.5798614,-2.5245938,-7.6444988,-7.3593984,-7.3180737,1.3160261,418.125,591.375,523.25,251.375,112.5,53.5,19.625,6.625,0.41782731,0.23375204,1.9039619,1.8328538,2.0045207,2.2973092,2.6179147,2.8112078,1.8578802,0.9727686,0.46703759,1.3795747,1.7704073,2.1383085,2.4450984,2.8135717,2.8610239,2.9061158,1.4298126,526.99213,753.5,1359.625,903.5,558.0,251.375,112.5,53.5,19.625,6.625,941.5,312.125,34.75,0.0,0.0,0.0,0.0,0.0,376.38901,1651,43,142,0,1,1,2,-1.69897
30,1,65.462685,758.27393,371.97479,350.0246,313.3616,444.91232,7,3,5,0,52,2,9,36,13,108.95784,2.0953431,0,0,18,0,0,16,0,8,7,0,3,1.3490266,-2.6910596,-0.60610813,0.49564138,2.728359,-2.8950205,-0.53127253,0.49216709,2.6186666,-2.3979592,-0.26105094,0.76492703,3.0192628,38.59531,7,0.17948718,5,55,8,39,3,9,0.23076923,42,0,3181.8723,3694.1594,26.145535,20.938869,10.646264,11.626874,17.116301,12.799591,2.8677905,3.5580783,2,0,21.950216,512.28699,0.95329064,18,6.6985321,169.01323,40.793774,64.83519,73.161255,-2.8053184,-199.3669,0,6.1934071,0.01461954,51.670105,8.3260632,0.49055466,0.46160704,0.41325647,0.58674353,4.1962047,4.8718009,-2,-0.92565495,-0.526057,-0.00058024062,2.6058049,-1.4899797,-0.4317486,0.090992361,2.5752575,-0.52872771,-0.20157818,0.30647409,2.9268334,0.062282182,27.706593,14.15424,8.1010323,-0.86666441,-1.0798364,-5.312119,0.0,11.983561,13.280154,-1.4390624,14.0,7.0726581,3.593045,0.40649948,28.994083,12.453062,6.2702169,24.12472,10.304515,5.168335,6.905376,0.87800002,-5.7175202,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,2,4,3,6,4,3,0,2,1,1,0,0,3,2,0,1,4,2,3,6,5,4,5,2,0,8,1,0,0,6,2,0,1,0,4,0,0,0,0,0,0,4,0,3,1,5,2,2,2,0,1,2,0,0,1,1,0,2,0,1,1,7,1,0,4,0,7,3,0,1,5,0,2,1,8,2,0,2,4,1,12,3,5,6,2,8,1,12,7,19,0,12.756718,1,1,0.17281257,0.90497255,21,0,4,8,2,8.5539999,-10.554,3.1233616,-5.1233616,0.088153176,0.10600846,87.400673,91.864197,25.506008,48.245808,0.0,38.848595,0.0,2.2085397,33.991585,30.64588,5.6825762,5.6825762,53.254242,50.258694,0.68739986,0.38371658,0.23057002,0.31260014,0.61628342,0.082030118,325.54526,181.72409,109.19551,148.0441,291.86526,38.848595,0.5,1.0,15328.721,2549.8264,13352.749,14754.866,8.5539999,-10.554,0.12274959,0.085275725,0.3190043,0.43958813,0.35366741,0.6809957,0.56041187,0.32732829,151.07706,208.18427,167.49312,322.51233,265.40512,155.0192,9,1,5.2669373,4,0.12274959,0.085275725,0.33333334,-2.2151,93.591278,43.601822,155.68007,34.467129,2.7567475,127.07178,0.0,15.81601,0.0,96.217514,12.79146,192.03432,75.760033,18.01075,15.028167,0.50074643,48.7132,55.157314,163.99782,4.865633,1.9886868,1.2142867,218.13,0.3281796,6.2854023,3.9161918,10.039266,473.58936,579.64795,429.875,481.09723,113.07298,40.700764,0.0,23.425066,213.17622,105.44178,136.49805,2.6924403,2.3746109,2.020525,1.1979451,0.6794821,0.3742519,0.18137589,0.096254572,847.5,488.75,357.375,279.375,217.375,152.375,95.25,65.5,9.0967026,0.5,8.9721794,0.5,0.70710677,0.5,-3.0744286,-3.0573275,-2.9959681,-9.4881926,-9.4466248,-9.0454369,1.4485604,548.75,813.75,728.875,366.0,180.625,88.0,42.0,20.75,0.54459602,0.33199105,0.44430593,0.62519425,0.77532727,0.92322439,1.0508959,0.86330909,1.0093603,1.2318332,0.3478215,0.46012074,0.5745275,0.79130274,0.9835484,1.6676449,2.2647009,2.6540904,1.4316618,704.60071,1008.75,1940.0,1408.5,909.125,403.875,194.625,92.75,42.625,20.75,1391.25,594.75,180.25,37.875,14.0,4.75,0.625,0.0,552.573,4386,59,192,0,1,1,2,-1.39794
38,1,49.855446,487.60828,387.69373,99.914536,380.27148,107.33679,3,0,6,1,44,1,4,22,18,62.293957,1.4157717,0,0,18,0,0,22,0,1,3,0,0,1.6325682,-2.8777592,-0.53079396,0.62359804,2.9259384,-3.5111639,-0.50038832,0.57960153,2.826684,-2.6657116,-0.377285,0.70742434,3.1445093,29.202555,1,0.03846154,6,48,1,26,3,1,0.03846154,41,0,1824.099,370.08344,15.060114,13.003833,11.240123,12.068549,10.663869,8.222682,5.7700558,6.8357353,5,0,287.77921,1454.0156,0.7287786,9,4.1578393,110.27944,24.867268,41.892433,55.396526,0.48915693,-68.32785,0,5.4652076,0.0060336832,24.061281,13.504092,0.79509264,0.20490739,0.77987087,0.22012915,3.7409108,0.75897694,1,-0.88284618,-0.37821263,0.071206421,3.1504812,-2.2598314,-0.35462961,0.11094414,3.1164727,-0.63060373,-0.20581371,0.13636135,3.3673751,0.25584015,3.1360798,19.813772,12.735311,-0.54286098,-1.5149307,-1.166194,0.0,4.1208391,8.3307438,0.98663062,8.8680439,14.0,1.0735443,0.0080241021,14.352071,4.7619047,1.6435986,12.352807,4.0676036,1.3962564,2.2839236,1.201,-2.0352099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,2,0,2,0,0,5,0,1,2,1,8,0,0,1,15,0,0,0,0,0,2,1,2,0,1,2,0,0,0,1,1,1,0,0,1,1,1,2,2,0,1,0,0,0,0,0,2,0,1,0,0,0,2,4,1,1,1,1,1,0,1,4,1,0,0,1,3,1,2,2,1,1,17,3,18,0,8.2550125,0,1,0.47497392,0.80637115,22,1,5,1,1,4.7049999,-3.704,2.6556745,-1.6556745,0.13120216,0.23262292,63.727215,100.4118,29.872856,0.0,10.324173,0.0,8.6190128,16.671984,36.764713,0.0,0.0,0.0,0.0,12.775052,0.88638246,0.23717628,0.045761358,0.11361751,0.7628237,0.067856155,247.44856,66.211746,12.775052,31.718239,212.95506,18.943186,0.44444445,0.80000001,2678.9285,1115.5009,1893.8043,2348.5518,4.7049999,-3.704,0.095642932,0.25890929,0.63924813,0.29951403,0.13355765,0.36075187,0.700486,0.22719423,178.45686,83.614372,37.284859,100.70995,195.55243,63.425087,5,0,2.9863899,5,0.095642932,0.25890929,0.090909094,0.083970003,50.509315,0.0,16.919268,18.439579,10.781946,87.14946,0.0,70.572739,18.868406,10.486856,8.1587496,3.1243138,47.385002,4.4107962,33.777275,0.0,108.30955,18.439579,68.281059,2.6469486,1.8129957,1.3388436,43.130001,0.49213955,5.7004399,2.7298632,8.6853304,279.16681,412.16632,288.125,298.40912,5.0075121,0.0,0.0,0.0,231.86761,0.0,18.574432,2.6153941,1.9012839,0.76758903,0.40950191,0.20696409,0.07692191,0.016647624,0.0016058278,701.875,409.5,313.25,281.75,257.5,201.75,118.625,47.25,7.5828753,0.5,7.664855,0.70710677,0.86602539,0.5,-2.3072791,-2.3051281,-2.2945781,-6.2118979,-6.1523948,-6.1040015,1.2137681,156.375,128.75,135.75,67.875,25.875,7.625,2.125,0.375,0.097366318,0.031055901,0.93004882,0.83869874,0.88028842,0.99691832,1.1525528,1.4122254,1.2463647,1.0155444,0.48329505,1.6436731,3.0718305,3.7015598,4.0118241,4.6605539,5.0359206,5.0694933,1.4772795,441.35181,652.0,925.5,462.625,194.75,79.25,30.5,8.75,2.125,0.375,769.125,333.875,59.0,11.375,4.625,1.125,0.0,0.0,300.37799,824,51,136,0,1,1,2,0.33445376
68,1,46.162067,556.2262,315.47986,240.74631,391.94083,164.28537,1,0,12,1,41,0,1,22,20,64.707253,1.5782257,0,0,17,0,3,19,0,1,1,0,0,1.828146,-2.6195846,-0.60690367,0.65922177,2.6203127,-3.3851962,-0.50637633,0.73988944,2.6144435,-2.4242606,-0.4646183,0.81114334,2.8183565,26.295933,6,0.26086956,12,42,0,23,6,7,0.30434781,30,0,1604.5306,983.68945,16.001789,12.307208,10.187716,11.587576,10.50335,7.1713457,5.1789742,6.9797463,1,1,74.733559,620.84119,0.76391262,11,4.9680786,60.913597,6.4336314,36.523422,45.285194,0.029574577,-69.844925,0,1.1914166,0.12377799,7.9737787,8.7617722,0.56717908,0.43282089,0.70464289,0.29535711,2.8846729,1.7685062,1,-0.8768819,-0.37730244,0.0819676,2.5848701,-2.2474296,-0.26386139,0.21397239,2.6660323,-0.63669115,-0.20568933,0.18129399,2.8145142,0.10905145,1.8353432,22.853142,10.730476,1.7575639,0.20647724,-2.0090971,0.0,6.3181791,8.1015253,0.99694586,9.5137815,14.0,1.0209533,0.0018235607,18.340265,8.7408953,5.8641977,14.214485,6.6862388,4.443181,4.3200655,4.7567601,-4.20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,0,2,0,1,1,0,1,1,1,12,1,12,0,8.2476664,0,1,0.19008885,0.89119804,12,1,2,6,0,5.086,-4.086,2.6582897,-1.6582897,0.15702689,0.21185249,17.232086,115.9838,0.0,0.0,0.0,0.0,26.283527,51.228157,61.274521,0.0,35.725906,0.0,0.0,2.503756,0.90720719,0.48587012,0.0080705993,0.092792839,0.51412988,0.084722236,281.44446,150.73235,2.503756,28.787285,159.4994,26.283527,0.45454547,0.83333331,5473.1279,999.74738,4687.1392,5259.3687,5.086,-4.086,0.22886355,0.22173275,0.65880626,0.52103692,0.12322937,0.34119377,0.47896308,0.21796438,204.38261,161.6422,38.229664,105.84914,148.58955,67.619469,6,0,4.1995196,2,0.22886355,0.22173275,1.0,3.8158,29.010639,0.0,0.0,18.439579,6.37115,32.897186,7.7595162,158.78867,25.337055,50.123768,7.88164,0.0,73.890976,7.7595162,18.083227,0.0,177.65706,18.439579,32.897186,3.4418683,1.9594687,1.1366061,25.84,0.4530769,5.523562,3.3491058,8.6178093,310.23175,406.24933,289.75,329.97815,2.503756,0.0,5.6825762,5.6825762,278.38943,0.0,8.1863317,2.5962567,1.9735886,1.1490123,0.3569532,0.054498587,0.0,0.0,0.0,749.0,433.25,329.25,279.375,238.375,175.625,94.625,39.875,0.5,0.70710677,0.86602539,0.5,7.3824115,7.2629194,-2.4136655,-2.3897133,-2.3697624,-3.7758863,-3.5203841,-3.452816,1.3226894,190.875,177.375,153.625,28.0,-3.5,-1.75,0.0,0.0,0.022779044,0.0,1.8906262,1.9294612,2.3489287,2.828604,3.2540896,3.1828024,2.058836,2.172616,0.30868369,1.490685,2.4576631,2.7749922,2.1810405,0.0,0.0,0.0,1.3928863,507.75861,707.25,1061.875,589.0,266.875,61.125,7.5,0.0,0.0,0.0,871.0,411.625,113.25,33.125,11.0,1.75,0.0,0.0,310.33899,1148,30,108,0,1,1,2,-0.16749109
